industryID,chemicalID,chemicalname,trdename,quantity,purpose
958,1824,"Isocyanide & polyole",,250,"Production of sole"
958,1825,"Methylene chloride, toluene, trichlorothyene",,25,"Production of sole"
17109,1826,Explosive,,NULL,Explosion
17081,1827,Explosives,,4.1,Explotion
3296,1828,No,,NULL,
1061,1829,"Wood powder",,15,
1061,1830,"Colcium carbonate",,10,
1061,1831,"PVC resins",,50,
4700,1832,Shampoo,,10,
1919,1833,detergent,,NULL,
1061,1834,"Impact modifire",,8,
1061,1835,"Processing aid 7 lubricant",,7,
16939,1836,"Dolomite/one crop Season",,10,"Maintenance to  pH level"
4121,1837,"Car shampoo",Vindya,3,"Car wash"
16939,1838,Lime,,14,"Maintenance to  pH level"
18998,1839,"Tpole,Car wash","Tpole,Car wash",4,Washing
2351,1840,"Amonium Nitrate",Amonia,2,
16617,1841,"Anti corrosive","causeway paint",6,"prevent corrosion"
2351,1842,Dynamite,,0.5,
17068,1843,"High pressure",,NULL,
3360,1844,"Iso proppolyl alcohol",IPA,4,
3360,1845,Acetone,Acetone,1,
3360,1846,"Caustic soda","Caustic soda",0.25,
19001,1847,"Tpole, Car wash","Tpole, Car wash",4,Washing
2085,1848,Cyphenothrin,Gorkilat,1,pesticide
2085,1849,Imiprothrin,parlle,1,pesticide
2085,1850,Fragnace,,1,"aerosol fragnance"
25208,1851,,"car wash",NULL,
1042,1852,Polyole,Huaffon,315,"To make sole"
1042,1853,Catalyst,Huaffon,350,"To make sole"
1042,1854,Hardner,Huaffon,9,"To make sole"
1042,1855,Isocyanate,Huaffon,10,"To make sole"
1836,1856,Amonia,,2,
19013,1857,"Tpole, Car wash","Tpole, Car wash",3,washing
3866,1858,No,,NULL,
16618,1859,"Anti corrosive",,0.5,"prevent corrosion"
16599,1860,Caco3,Lime,500,"Maintenance to  pH level. "
16618,1861,tinner,,0.5,"mix with paint"
16599,1862,Caco3.mgco3.10H2O,Dolomite,300,"Maintenance to  pH level. "
16906,1863,Phenol,,NULL,
16906,1864,Chlorine,,NULL,
19016,1865,Ammonium,Dianamide,10,blasting
1031,1866,"Chlorine powder",Zirus,0.01,"To sanitize vegetables"
1031,1867,"Floor cleaner",M100,1.05,"To clean the floor"
1031,1868,Sanitizer,Result,0.01,"To sanitize tables & equipments"
4608,1869,"Formic acid,Acetic acid and detergent",,65,
11783,1870,KCl,,100,Production
19020,1871,"Tphole, Car wash",,3,washing
3297,1872,"car wash",Dipol,3,"to wash vehicles"
4604,1873,"Calcium carbonate resin",,600,
16620,1874,"Anti corrosive",,10,"prevent corrosion"
16620,1875,kerosine,,4.5,
16795,1876,,Teepol,1,"to cleaning purpose  "
16795,1877,,"high power ",1,"to cleaning purpose  "
1052,1878,"Chlorine powder",Zirus,0.1,Sanitation
25210,1879,No,,NULL,
1052,1880,"Floor cleaner",M100,0.2,Cleaning
1052,1881,Sanitizer,Result,0.06,Sanitation
4676,1882,"Sodium tripoly phosphate",,NULL,
25211,1883,,,NULL,
4676,1884,"Sodium metasilicate",,NULL,
4676,1885,"Potassium hydroxide",,NULL,
942,1886,"Melamine moulding compound","Carmel chemical",NULL,"Table wares"
25211,1887,"Ammonia Nitrate , Explosive, Water Jel",,NULL,
942,1888,"Glazing powder",,NULL,"Grinding & polishing"
4676,1889,"Phospheric acid",,NULL,
4676,1890,"Sodium sulphate",,NULL,
4676,1891,"Sodium carbonate",,NULL,
4676,1892,"Sodium perborate",,NULL,
4676,1893,"Sodium chloride",,NULL,
4676,1894,"Sodium hydroxide",,NULL,
966,1895,,"Costic soda",0.2,
966,1896,,"Activated clay",0.2,
16623,1897,paint,CIC,4,"painting tinkering parts"
16623,1898,tinner,,5,cleaning
25212,1899,No,,NULL,
2877,1900,Shampoo,,2,"Vehicle servise"
2877,1901,greese,,1,"Service vehicles"
1333,1902,Polypoplyne,,NULL,
2877,1903,Oil,,5,"Service Vehilcles"
1062,1904,"Caustic soda",NACH,8,"Scouring & bleaching"
1062,1905,"Hydrogen peroxide",H2O2,10,"Scouring & bleaching"
1062,1906,"Soda ash",Na2CO3,10,"Dying (Reactive)"
1062,1907,"Sodium sulphide",Na2SO4,40,"Dying (Reactive)"
1062,1908,"Ammonium sulphide ",(NH4)2SO4,0.2,"Dying (Reactive)"
1062,1909,"Acetic acid",CH3COOH,4,Neutralizing
1062,1910,"Magnesium chloride",MgCl2,1.5,Fiinishing
3210,1911,"Liquid soap",Dipol,1,cleaning/washing
3210,1912,"iron phosphate",,1,"preteatment of steel"
3869,1913,Imulsifer,Emulsifier,0.2,"to make printing mixture"
4655,1914,,"Ecosofy 5035",NULL,
4655,1915,,"Valumax A818",NULL,
3869,1916,Fixer,Fixer,0.05,"to make printing mixture"
2058,1917,Dina,,NULL,
2058,1918,Anmonium,,NULL,
3897,1919,No,,NULL,
4641,1920,,Cresote,0.1,"Wood preservation"
4641,1921,,"Furnace oil",0.1,"Wood preservation"
1043,1922,"Imported wool dye",Lanasol,1.5,Dying
3854,1923,No,,NULL,
25214,1924,Bleech,,10,"For fading"
25214,1925,Enzyme,,2,"For fading"
2414,1926,"Calcium lignosulfanate","Bottesperse CASA",250,retarder
2414,1927,Gluconate,,250,
2414,1928,PNS,,250,
4789,1929,Acetylene,,NULL,"For welding"
4789,1930,"Refrigerenet gas",,NULL,
3318,1931,"Calcium carbonate",,80,
1044,1932,Surfactant,Britol,0.2,Cleaning
3263,1933,No,,NULL,
4644,1934,HCl,,0.02,"for titrations"
4644,1935,"Sulphuric acid",,10,"for titrations"
4644,1936,"Di ethyl ether",,0.04,"for extraction"
4644,1937,"Ethyl Acetate",,0.06,"for extraction"
3889,1938,"Dental materials and drugs",,NULL,
25219,1939,Benzaldehyde,,0.1,
25219,1940,"Ethyl Acetate",,0.1,
25219,1941,"Ethyl butarate",,0.25,
3334,1942,No,,NULL,
5035,1943,"Engine oil","Scrvo - Lanka I.OC",20,"Oil changing"
5035,1944,Antatertrading,Britol,5,washing
25222,1945,Shampoo,3M,NULL,"Car washing"
25221,1946,"Sodium Bi Sulphite chemanex",,7,"Seperation fraction and dirts"
25221,1947,Nexobleech,,2.5,Bleeching
25221,1948,"Fermic Acid",,6,Coagulating
25221,1949,"Oxalic Acid",,6,Coagulating
3333,1950,"add mixture",Adcrete,2870,
4995,1951,Detergent,Teepol,10,Cleaning
4995,1952,Disinfectant,"Alcohol, , cydex,betadine",1,Antiseptic
3596,1953,"Kerosine oil",,5,
3596,1954,"vehicle washing powder","3 M",10,
4317,1955,"Sodium sulphite",BASF,5,
4317,1956,"Sodium Bi sulphite",BASF,11,
980,1957,Pancreol,,600,"Bating agent"
25226,1958,"Dainamite, Aminia, ",,NULL,
980,1959,"Chrom powder",,6000,"Chrom tanning process"
4333,1960,"Alpha Amayles","Spezyme fred",10,
4333,1961,"Gluco amyles","Distillase Asprk",10,
3842,1962,"vehicle washing liquid","High pressure-Dash",20,"to wash vehicles"
3875,1963,Acetic,,NULL,
3875,1964,Thiosulphate,,NULL,
3875,1965,Silverchloride,,NULL,
3887,1966,No,,NULL,
4402,1967,"Urea fomalaenphene",,50,
3903,1968,Aquasole,,NULL,
3903,1969,"Fixer D/F","500 g per day",NULL,
3903,1970,"Carbolic acid",,NULL,
3903,1971,Hardiner,,NULL,
4344,1972,"Acitic acid",,NULL,
1816,1973,Ammonia,,NULL,
1816,1974,"Water Gel",,NULL,
3852,1975,"soap liquid","nenty kem lanka limited",10,"to wash vehicles"
3319,1976,"Calcium carbonate",,NULL,
2646,1977,Amonia,,5,"Crush metals"
25230,1978,"Ammonium niterate",,NULL,
1035,1979,"Isopropyl alcohol, normal butinol, normal propyl alcohol","IPA, NBA, PA, Ethyl",15,"Printing, mixing of flexo graphi c inks"
1579,1980,"Ammonium niterate",,0.5,
3306,1981,No,,NULL,
4379,1982,Amonia,,NULL,
4379,1983,Dynamite,,NULL,
1580,1984,"Ammonium niterate",,8,
2599,1985,Amonia,,10,
4408,1986,"Amonium Nitrate",,NULL,
986,1987,Disinfectants,TCL,0.03,"For infectious waste "
3242,1988,"Calcium carbonate",,7500,
3242,1989,Titanium,,10,
3242,1990,"Formalin acid",,NULL,
986,1991,Detergent,Teepol,NULL,"For wall & floor"
4385,1992,"Ethyl acetate",,NULL,
937,1993,"Manufactured laboratory  reagent","Human diagnostic biorad accurey",NULL,"For laboratory testing purpose only"
1526,1994,"Ammonium niterate",,10,
1526,1995,"Water Gel",,2,
3295,1996,Glysine,,10,"for chemical process and addhesive"
3295,1997,"Caustic soda",NaOH,2,"for chemical process and addhesive"
1784,1998,"Ammonium niterate",,NULL,
25232,1999,"Amoniam Nitrate",,5,
25232,2000,Dainamite,,2,
1056,2001,"Kerosene oil",,8,
4416,2002,"Fire salt",,NULL,
3886,2003,No,,NULL,
3899,2004,No,,NULL,
3864,2005,No,,NULL,
10149,2006,Ammonium,,10,
10149,2007,dynamite,,2,
10149,2008,"Service Threads rolls",,5,
10149,2009,Deternator,,5,
16586,2010,Caco3,Lime,370,"Maintenance to  pH level. "
16586,2011,Caco3.mgco3.10H2O,Dolomite,25,"Maintenance to  pH level. "
11677,2012,"Car wash",Britol,0.5,
11677,2013,"High pressure",Britol,2.5,
11756,2014,ANFO,,NULL,
11756,2015,Dynamite,,NULL,
14071,2016,,yleast,20,"increst the items"
25240,2017,Medicine,,NULL,
4585,2018,"Amonium Nitrate",Amonium,10,
4585,2019,"water jel",,4,
3207,2020,"Epoxy Phenolic Lacquer",Easen,120,
972,2021,"Common chemicals used in analytical laboratory",,NULL,
19092,2022,"Ammonium,black powder",Dianamide,1.5,rockblasting
3207,2023,"P.V.C. compound","W.R. Grace",300,
3207,2024,"Metal printed ink","DIC Lanka",8,
3207,2025,"Aromatic solvent","Solveso 100",10,
4418,2026,Dynamite,,NULL,
3828,2027,"UV ink",,1,
4409,2028,Amonia,,5,
4409,2029,Dyna,,NULL,
992,2030,"Methyl ethyl ketone ferroxide",catalyst,1.8,
992,2031,Acetone,Acetone,15,
992,2032,"Cobalt naphthalate",Accelerator,0.2,
1500,2033,Shampoo,3M,3,
4419,2034,Dynamite,,NULL,
3833,2035,"Aluminium dust",,5,
1059,2036,Hyperurete,"Millanium/ Hethong",3200,"To reduce water content in concrete"
25246,2037,Grees,,0.5,
25246,2038,tepol,,0.25,
4367,2039,"Amonium Nitrate",,NULL,
4367,2040,"water jel",,NULL,
3273,2041,No,,NULL,
1495,2042,"Sodium bisulphide",,5,
1495,2043,"Formic acid",,5,
1495,2044,"Oxallic acid",,2,
1519,2045,Ammonium,,250,
10632,2046,"Dynamite, aMMONIA, Detonator , Service threads",,NULL,
3249,2047,Coolent,Aquatex,NULL,
14530,2048,NaHCO3,Yeast,0.05,bakking
25252,2049,No,,NULL,
10606,2050,"sodium hydrocide",,NULL,
3667,2051,Dye,,NULL,
3860,2052,oil,Caltex,NULL,
3632,2053,"Caustic soda",CKNI,25,washing
3860,2054,"Kerosine oil",,2,
3860,2055,Soap,,1,
3632,2056,"Nitric acid",Indij,25000,washing
10389,2057,"Reactive ",Ambitix,NULL,
1514,2058,"N- butanol",,3,
10389,2059,Naptholene,,0.25,
10389,2060,Vat,,NULL,
1514,2061,"Ethyl Acetate",,3,
1514,2062,"iSO Propyl alkohol",,3,
1514,2063,"N propanol",,3,
10220,2064,clorine,,NULL,"for the pool"
3880,2065,Acetone,Acetone,0.5,
2637,2066,"Amonium Nitrate",,100,"To crush metals"
3641,2067,"2,3 Dihydro 2,2 dimethyl 7 bensafuranyl methyle carbomate","Carbofuran 75 wp",50,"To formulate"
3641,2068,"Polyvinyl alcohol ",Gelvitol,2.755,"To formulate sticker"
18950,2069,,"Car wash and lubricants",2,"servicing vehicles"
3832,2070,"Berilium Nitrate",,0.9,
3832,2071,Sulphur,,0.5,
3832,2072,"Aluminium powder",,0.4,
3641,2073,"Methyl violet",Dye,0.52,"To formulate sticker"
10375,2074,"Car wash (L)",,1,Washing
1512,2075,Grease,Caltex,11,"for servicing"
3838,2076,No,,NULL,
11735,2077,Ammonium,,5,
11735,2078,Detonater,,25,
3626,2079,"Aluminium sulphate",,400,"For water treatment"
3626,2080,"Caustic soda",,200,"For water treatment"
3626,2081,"Sulphuric acid",,100,"For water treatment"
3626,2082,"Sodium Hypochloride",,100,"For water treatment"
3626,2083,Sodiumchloride,,100,"For water treatment"
3627,2084,"Hydrochloric acid",,60,"To produce treated water"
3627,2085,Sodiumchloride,,50,"To produce treated water"
3627,2086,"Industrial salt",,10,"To produce treated water"
3827,2087,No,,NULL,
17366,2088,,,NULL,
16615,2089,Ammonia,,1700,"for cooling purpose"
3907,2090,"sodium Haxa Metaphosphate","Calagan ",1,
3907,2091,"Sodium Benzoil","Sodium Benzoil",0.25,
17094,2092,"Shower Shampoo",,NULL,"Washing vehicles"
16616,2093,Ammonia,,170,"FOR COOOLING"
16952,2094,,Phenol,NULL,Disinfectant
3907,2095,"Pottasium Hydroxide","Caustic potash",15,
4359,2096,"Quartenary ammonium compound","Barquart MB-80",26,
3907,2097,"Sodium Lauryl Ether Sulphate",SLES,10,
3907,2098,"Linear Alkyl Benzene sulfinic acid",LABSA,2,
16621,2099,"Anti corrosive","causeway paint",9,"prevent corrosion"
16621,2100,kerosine,,4,cleaning
3891,2101,No,,NULL,
18372,2102,Explosive,,NULL,
17105,2103,"High pressure, Kerocine",,NULL,
14261,2104,Chlorine,-,0.25,Washing
4361,2105,"C5 resin",Promax,500,
4361,2106,talc,Promax,36,
14261,2107,,Harpics,0.5,Washing
14261,2108,,"Tiles Cleaner",0.5,washing
17102,2109,"Car Wash",,NULL,
17102,2110,Highpressure,,NULL,
17102,2111,Kerosine,,NULL,
3863,2112,"Laboratory Sodium Hypochloride milton",,13,
3863,2113,"Hibiscrub lotin",,0.07,
3863,2114,"X-ray - ray fikar , ray developer",,8800,
1458,2115,Formaline,,25,
1601,2116,"Amonium Nitrate",,10,
1601,2117,"water jel",,1.5,
3823,2118,"high pressure",,10,
25266,2119,Amonia,,1,
1547,2120,Amonia,,15,
17087,2121,Explosive,,NULL,Explosion
3871,2122,"Citric acid",,0.3,"Katta sambol"
3871,2123,"sodium benzoate",,0.15,"Maldive fish sambol"
3871,2124,"Acetic acid",,0.3,"Pickles, chutney"
3871,2125,"Mono sodium glutamate",,0.1,"Chineese chilli paste"
5002,2126,Shampoo,Dash,3,washing
17104,2127,Highpressure,,NULL,Washing
17104,2128,Kerosine,,NULL,
17104,2129,"Vehicle Oil",,NULL,
5002,2130,"Paste ware","3 M",0.2,"Apply for protection"
5002,2131,Compound,Autogram,1,"Remove marks"
14302,2132,-,-,0,-
3859,2133,No,,NULL,
25272,2134,"Cetyl Alcohol, Stearic Acid,",,NULL,
10423,2135,grease,,0.1,
10423,2136,Oil,,4,
10423,2137,"High Pressure",,1,
25275,2138,"Liquid soap","Brytol ",1,"washing and cleaning"
1525,2139,"Amonium Nitrate",,250,
10382,2140,Oil,,2,
10382,2141,Grease,,2,
14317,2142,,tepole,5,washing
1525,2143,"water gel",,12.5,
3831,2144,No,,NULL,
10422,2145,"Paint& Thinner",,NULL,
1494,2146,Urea,,250,
3850,2147,No,,NULL,
3640,2148,"Base oil","150 BS J500 500 SN",150000,"Lubricants blending"
3640,2149,Additives,"OLOA 59718",7500,"Lubricants blending"
1496,2150,"Citric acid",,10,"food additives"
1496,2151,"Acetic acid",,0.02,"food additives"
3892,2152,Alum,"Aluminium sulphate",NULL,
3892,2153,"Soda ash",,NULL,
3892,2154,Lime,,NULL,
3892,2155,"poly aluminium chloride",,NULL,
1496,2156,"Sodium benzoate",,0.5,"food preservatives"
10429,2157,Ammoniam,,1,
10429,2158,kalubeheth,,2,
3665,2159,"Fullers eather","Gallon v-2",200,"Remove colour"
10429,2160,"Jelatnight (Karal)",,5,
10429,2161,Cap,,5,
14318,2162,,Tepole,1,washing
3878,2163,No,,NULL,
3778,2164,Sulphur,,0.72,"For the preparation of rubber ompound"
3778,2165,ZnO,,0.12,"For the preparation of rubber ompound"
10367,2166,ASSG,,NULL,"For dying"
17095,2167,Explosives,,NULL,Explotion
3883,2168,oil,caltex,20,
3883,2169,chemical,Dulaksha,5,
17089,2170,Explosive,,NULL,Explosion
1523,2171,"water gel",,1,
1523,2172,Ammonia,,2,
19119,2173,lubricants,Dash,NULL,
14319,2174,,tepole,2,washing
3890,2175,No,,NULL,
3834,2176,No,,NULL,
1463,2177,Shampoo,,2,
14366,2178,-,Yeast,0.2,Fermentation
17093,2179,Explosive,,0.11,
2474,2180,H2O2,"hydrogen Peroxide",600,Bleaching
3836,2181,"Carbon Black",,NULL,
3836,2182,"Rubber process oil",,NULL,
2474,2183,Sulpher,"Sulpher (Dust)",85,Fungicide
3836,2184,"Zinc oxide",,NULL,
3836,2185,"stearic acid",,NULL,
3836,2186,"China clay",,NULL,
3836,2187,"Ground sulphur",,NULL,
2474,2188,"Zink Dithio Carbonate",Dispozal,15,Dying
3836,2189,Whilting,,NULL,
2474,2190,"Sodium Silicate","Sodium silicate",50,Bleaching
10420,2191,Ammonium,,10,
10420,2192,"Jelat night",,10,
10420,2193,Cap,,40,
10420,2194,Kalubeheth,,2.5,
3901,2195,No,,NULL,
10391,2196,"Ammonium nitrate ",,0.05,
10391,2197,"Determiners ",,2,
10391,2198,"Dynamite ",,0.25,
10391,2199,Kalubeheth,,0.05,
3857,2200,No,,NULL,
1510,2201,"Car shampoo",,1.5,
1510,2202,Alum,,NULL,
25285,2203,Dilunt,Mindray,0.3,
25285,2204,Rinse,Mindray,0.15,
25285,2205,Lyse,Mindray,0.05,
25285,2206,"Biochemical Reagent",,0.3,
3229,2207,"Boric acid",,1.5,"for pest  control"
3229,2208,"Borex dust",,1,"for pest  control"
6152,2209,,explosive,0.2,blasting
6152,2210,,dynamite,0.5,blasting
6152,2211,"anonium nitrate",,2,
10378,2212,Ammonium,,10,
10378,2213,Jelatnight,,10,
10378,2214,kalubeheth,,1,
10378,2215,Cap,,10,
3664,2216,K.oil,,9,
3664,2217,Alcohol,"Exon Mobile",11.25,
3664,2218,"Cotton west",,7.84,
3664,2219,"F. solution",Stabilat,1.12,
3664,2220,"R. wash",Huber,2.75,
3664,2221,"Auti set of powder",Microspray,0.1,
3840,2222,,"car wash",3,detergent
13919,2223,,Tepol,1,Washing
3858,2224,No,,NULL,
17092,2225,Dynamite,,NULL,
17092,2226,Ammonium,,NULL,
17092,2227,"Black powder",,NULL,
1454,2228,"Car shampoo",,NULL,
4586,2229,"Quartenary Ammonium","Barquart MB-80",30,"For disinfectant purpose"
4586,2230,Formalin,,NULL,
3647,2231,"Vat dyes","Vat dyes",0.2,Dying
10437,2232,"Gun Powder",,NULL,
3894,2233,No,,NULL,
17456,2234,Explosives,,6.5,Explotion
3647,2235,"Caustic soda","Caustic soda",0.4,Dying
3647,2236,Salt,S-lt,0.4,Dying
4336,2237,"high presuure liquid",britol,NULL,
18383,2238,Explosive,,3.5,Explosion
3837,2239,IPA,Sasol,3,printing
3837,2240,NBA,Sasol,2,printing
3681,2241,Sulphur,,0.06,
3681,2242,ZnO,,1,
3681,2243,M.B.T.S.,,1,
3681,2244,"Carbon ",,20,
10418,2245,Ammonia,,2.5,
10418,2246,Dinamite,,5,
10418,2247,Cap,,10,
3682,2248,Kesoline,,500,
3682,2249,M.B.T.S.,,5,
3682,2250,Sulphur,,9,
3682,2251,"Stearic acid",,12,
3682,2252,"Zinc Oxide",,18,
17458,2253,Explosives,,NULL,Explotion
4387,2254,"Costic soda",,1000,
4387,2255,"Hydrojen peroxide",,4000,
4387,2256,"washing liquid",,1000,
3910,2257,No,,NULL,
25289,2258,Hominiside,,NULL,
19037,2259,lubricants,"Lubricants T-pole",1,"wasing snd vehicle servicing"
4412,2260,"Water jel",,2,
4412,2261,"Amonium Nitrate",,5,
17460,2262,"Coastic Soda","Car Wash",NULL,Washing
17460,2263,Shampoo,Britol,NULL,Washing
25290,2264,Hominiside,,NULL,
3826,2265,"Dean  greaser",Britol,5,"wash  vehicles"
3826,2266,Kerosine,Lanka,4,"wash  vehicles"
3904,2267,Detergent,,1,cleaning
3904,2268,"Tile cleaning solvents",,1,cleaning
10400,2269,Ammonium,,10,
10400,2270,Dinamite,,3,
10400,2271,Detonators,,5,
10400,2272,thread(roll),,8,
16707,2273,Dianamite,"Explosive matireal",NULL,"For blasting"
3629,2274,Retarder,"Daratard 88",100,"To retard the setting of concrete"
3851,2275,No,,NULL,
16699,2276,,"Dina Kakai",1.5,Blasting
4397,2277,"Aluminium sulphate",,NULL,
4397,2278,"Calcium hydroxide",,NULL,
16699,2279,Amonia,-,4,Blasting
17418,2280,,"High pressure & Shampoo",NULL,
16701,2281,Dinamate,"Dina Kakai",1.5,Blasting
16701,2282,Amonia,-,4,Blasting
16700,2283,Dinamite,"Dina Kakai",2,Blasting
16700,2284,Amonia,-,4,Blasting
4318,2285,"Sodium sulphite",BASF,10,"To prevent storage discolouration"
4318,2286,"Sodium sulphite",BASF,2.2,"Anti coagulant"
4318,2287,"Oxalic acid",BASF,1.5,Coagulation
3881,2288,"High pressure",Britol,5,
4688,2289,"E/size powder",,4.16,
3868,2290,Detergent,"Diva, Rinso",0.5,"wash clothes"
3868,2291,Lisol,Lisol,0.1,"floor cleaning"
3868,2292,"Laboratory chenmicles","Jhonson & Jhonson, Human",0.05,"lab tests"
16759,2293,,"paint ",12,"to "
11922,2294,phenol,,NULL,
11922,2295,,Hipressure,NULL,
3468,2296,No,,NULL,
18351,2297,Dynamite,,NULL,
18351,2298,Ammonium,,NULL,
18351,2299,"Black powder",,NULL,
3313,2300,Thinner,"Asian paints",6,"for painting"
3771,2301,Teepol,,20,"Washing & cleaning"
18350,2302,"Gun Powder",,NULL,
17420,2303,"Car wash, High pressure",,NULL,
10388,2304,Dinamite,,0.2,
10388,2305,kalubeheth,,0.1,
10388,2306,Ammonium,,0.5,
3287,2307,"Ferric chloride","Ferric chloride",2,Engraving
25299,2308,,teepol,NULL,
25299,2309,,greece,NULL,
18384,2310,Explosives,,NULL,Explotion
3205,2311,No,,NULL,
17449,2312,Explosives,,NULL,Explotion
4989,2313,"Tropical chloride of lyme, Teepol, Cydex",,NULL,"For disinfect & cleaning"
4989,2314,"Formaline, Xylene, methanol, pictic acid",,NULL,"Path lab"
3253,2315,No,,NULL,
18887,2316,thinner,thinner,0.5,painting
5004,2317,Disinfectants,"Pinc oil",NULL,
3219,2318,No,,NULL,
5004,2319,"Lab chemicals",,0.03,"For testing "
5004,2320,TCL,,2,"To decontaminate"
18389,2321,Explosives,,NULL,Explotion
10399,2322,"Gun Powder, Ammonia, Caps, service threads, Dina",,NULL,
25304,2323,Dynamite,,NULL,
25304,2324,Ammonium,,NULL,
10401,2325,galbeheth,,NULL,
10401,2326,"Service thread (m)",,NULL,
10401,2327,Ninamite,,NULL,
10401,2328,Detanators,,NULL,
10401,2329,"ammonium nitrate ",,NULL,
3255,2330,No,,NULL,
10364,2331,Ammonia,"Ammonium Nitrate",1250,blasting
10364,2332,"Kata beheth","Gun Powder",0.5,blasting
10364,2333,Dynamite,Dyna,0.6,blasting
10364,2334,Cap,Deternators,1,blasting
3192,2335,No,,NULL,
10364,2336,"Service threads (feet)",,30,blasting
3689,2337,HDPE,Marlex,50,
3689,2338,LLDPE,,1600,
3825,2339,"Nickle salt",,2,
3825,2340,"Magneseum Oxide",,10,
25307,2341,No,,NULL,
25308,2342,"Amonium Nitrate",,20,
25308,2343,Dinamite,,10,
25308,2344,"Black Powder",,6,
25308,2345,detonators,,40,
2708,2346,Amonium,Amonium,5,
2708,2347,Dainamite,Dainamite,1,
3893,2348,No,,NULL,
3624,2349,"Sdium acid pyro phosphate","Antilope powder",10,"Chemical leavenar"
3624,2350,"Sodium benzoate","Benzoic acid",0.2,"Food preservation"
3624,2351,"Calcium propionol","Propromic acid",10,"Bread preservation"
3624,2352,"Sodium bicarbonate","Baking soda",2,Neutralization
3624,2353,"Ascorbic acid","Vitamin C",0.5,"Flour inprover"
17450,2354,Gelatine,,NULL,
18365,2355,"High pressure, Car wash",,NULL,
17450,2356,Colourine,,NULL,
17450,2357,Flavors,,NULL,
17457,2358,Expplosive,,3.75,
10362,2359,"Grease oil",,NULL,
3888,2360,No,,NULL,
3843,2361,"vehicle washing liquid",Britol,5,
25311,2362,Tripol,,NULL,
18354,2363,"Gun powder",,NULL,
18354,2364,Dynamite,,NULL,
3874,2365,No,,NULL,
3637,2366,"Aluminium sulphate",Alum,5000,"For purification & disinfection"
3637,2367,"Cacium hydroxide",Lime,3200,"For purification & disinfection"
3637,2368,"Chlorine gas",Chlorine,1530,"For purification & disinfection"
3830,2369,No,,NULL,
3766,2370,"Soda ash",,15000,
3766,2371,"Caustic soda",,12000,
3844,2372,"soap liquid",Britol,7,
3766,2373,"Chlorine bleach",,30000,
2635,2374,"Amonia ",,50,
2635,2375,Dainamite,,20,
3846,2376,No,,NULL,
3885,2377,No,,NULL,
4050,2378,,"Blank 600",0.4,
19063,2379,,"T-pole,Car wash",0.5,"servicing vehicles"
4050,2380,,"Lac 60",0.4,
4050,2381,"Rubber white",ERW,0.7,
4050,2382,,"235 MC",0.4,
18715,2383,"Amonium Nitrate, ","Detanator, Survice Threads",NULL,"Blasting "
3841,2384,"High pressure",Goal,20,"to wash vehicles"
17366,2385,Dash,,NULL,
17366,2386,Highpressure,,NULL,
19068,2387,,"Car wash and T-pole",0.5,"washing and servicing"
25322,2388,"Ammonium ",,5,
25322,2389,gunpowder,,NULL,
25322,2390,dynamite,,1,
3845,2391,No,,NULL,
18714,2392,Explosives,,NULL,Explotion
17364,2393,Ammonium,,0.1,"For Explosion"
3615,2394,Acetone,MERK,2,"Analysis of RM & FP"
3615,2395,Ammonia,MERK,0.5,"Analysis of RM & FP"
3615,2396,"Crystal violate",MERK,0.002,"Analysis of RM & FP"
16672,2397,chlorine,"bleaching powder",100,disinfection
16672,2398,dolamite,,1000000,"adjust soil & water ph"
18722,2399,Explosives,,2,Explotion
25325,2400,No,,NULL,
16674,2401,"calcium carbonate",lime,300,disinfection
16940,2402,,Disinfectant,NULL,"disinfect the equipments "
16674,2403,"calcium magnicium carbonate",dolomite,800,"adjust soil & water Ph"
18702,2404,Explosives,,3.25,Explotion
17362,2405,Explosive,,5.2,Explosion
14536,2406,Nil,Nil,0,Nil
25326,2407,"Yeast and colourings",,NULL,
17361,2408,"Car Wash",,0.5,"washing "
3845,2409,"Caustic soda",,0.2,
10291,2410,"Gunpowder, ",,0.3,"For blasting"
3873,2411,No,,NULL,
16717,2412,,"High power  (Dash)",1.5,"To remove oil & grease  "
16717,2413,,Tepol,1.5,"To wash & remove oil & dirt"
25331,2414,detergent,"surf exel",3,cleanind
25331,2415,detol,,NULL,disinfection
10305,2416,"High pressure",,5,"To remove mud"
10305,2417,Shampoo,,1,Washing
3882,2418,No,,NULL,
18718,2419,Explosives,,NULL,Explotion
19060,2420,Ammonium,Dianamide,2,"rock blasting"
18721,2421,Explosives,,NULL,Explotion
25336,2422,detergent,"surf exel",3,cleaning
17359,2423,Highpressure,,NULL,
3896,2424,No,,NULL,
14532,2425,Nil,Nil,0,Nil
16895,2426,,"Real car wash",8,"to wash "
16895,2427,,"Real high pressure cleaner",0.88,"washing purpose"
25345,2428,No,,NULL,
14539,2429,"Car wash, High Power",-,3.5,washing
25349,2430,"Stain remover","spot lifter",0.1,"Removing fabric stain"
14534,2431,"Ammonium, Dianamid, Cap",-,4.5,Blasting
16907,2432,,Dash,0.6,"to wash oil & dirt fro the vehicles"
3645,2433,"Sulpuric acid",,0.5,"Milk testing"
3645,2434,"Amyl alcohol",,0.05,"Milk testing"
3645,2435,"Ethyl alcohol",,0.6,"Milk testing"
3645,2436,"Nitric acid",,20,Cleaning
3645,2437,"Sodium hydrocside",,20,Cleaning
3645,2438,Chlorene,,4,Cleaning
